round_idx,client_id,selected,is_attacker,train_loss,train_acc,update_norm
1,0,True,False,2.2409528064727784,0.25633333333333336,0.2305690348148346
1,1,True,False,2.236912432352702,0.293,0.23227038979530334
1,2,True,False,2.2368177000681557,0.25066666666666665,0.23007217049598694
1,3,True,False,2.2369785124460857,0.26466666666666666,0.23150494694709778
1,4,True,False,2.236223295211792,0.26166666666666666,0.23080876469612122
1,5,True,False,2.2377356713612873,0.22633333333333333,0.22976510226726532
1,6,True,False,2.237982405344645,0.26166666666666666,0.23115651309490204
1,7,True,False,2.2331790301005046,0.2733333333333333,0.23593971133232117
1,8,True,False,2.2345960165659586,0.28833333333333333,0.2360927015542984
1,9,True,False,2.237978198369344,0.224,0.22809921205043793
1,10,True,False,2.237614256540934,0.24933333333333332,0.22935627400875092
1,11,True,False,2.2371175060272215,0.276,0.23592625558376312
1,12,True,False,2.238276679992676,0.251,0.23092682659626007
1,13,True,False,2.238376960118612,0.23833333333333334,0.23255062103271484
1,14,True,False,2.2334580192565916,0.254,0.23766419291496277
1,15,True,False,2.2380306072235108,0.25833333333333336,0.2318095713853836
1,16,True,False,2.2296757678985597,0.25466666666666665,0.23804229497909546
1,17,True,False,2.2349892495473225,0.2673333333333333,0.23445945978164673
1,18,True,False,2.233394863128662,0.2663333333333333,0.23331664502620697
1,19,True,False,2.2315107282002766,0.2643333333333333,0.23929767310619354
2,0,True,False,1.9212242851257324,0.651,0.4124157428741455
2,1,True,False,1.9220503781636555,0.6166666666666667,0.4110995829105377
2,2,True,False,1.9236773268381755,0.5823333333333334,0.4037117660045624
2,3,True,False,1.912261076291402,0.604,0.4168088734149933
2,4,True,False,1.9075174080530803,0.6213333333333333,0.4193906784057617
2,5,True,False,1.9302934567133585,0.5943333333333334,0.4021969139575958
2,6,True,False,1.9172138725916545,0.626,0.4150973856449127
2,7,True,False,1.8997166315714518,0.6313333333333333,0.424482136964798
2,8,True,False,1.9042438151041667,0.644,0.4252159595489502
2,9,True,False,1.9241142644882203,0.6256666666666667,0.4064981937408447
2,10,True,False,1.914878741900126,0.642,0.41133251786231995
2,11,True,False,1.9103862317403157,0.6363333333333333,0.4231942594051361
2,12,True,False,1.9160340226491293,0.6283333333333333,0.415324330329895
2,13,True,False,1.9150379158655801,0.6333333333333333,0.41456615924835205
2,14,True,False,1.90454598236084,0.6383333333333333,0.4207485616207123
2,15,True,False,1.918421140352885,0.628,0.4150872528553009
2,16,True,False,1.9032384452819824,0.63,0.4227900207042694
2,17,True,False,1.9159779396057128,0.6123333333333333,0.41420477628707886
